molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL144711,O=C(Nc1cccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)c1)OCc1ccccc1,inactive,466.4710000000002,3.394300000000002,1.0,7.0,4.481486060122112
CHEMBL144603,O=C(Cc1ccccc1)NCc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,active,464.49900000000014,2.504500000000001,1.0,6.0,6.87942606879415
CHEMBL144166,O=C(NCc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)Nc1ccccc1,active,465.4870000000001,2.9673000000000016,2.0,6.0,6.804100347590766
CHEMBL322538,N=C(N)NCCC[C@H]1C(=O)N(C(=O)N2CCN(C(=O)OCCc3ccccc3)CC2)[C@@H]1C(=O)O,active,474.5180000000003,0.27817000000000264,4.0,6.0,9.154901959985743
CHEMBL107493,CC(C)(C)OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)N2CCCCC2)CC1,active,493.6090000000005,0.5522000000000047,2.0,6.0,8.522878745280337
CHEMBL321622,CC(C)(C)OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,active,426.4740000000003,-0.37569999999999504,3.0,6.0,8.397940008672037
CHEMBL109947,CCN(CC)C(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,active,425.49000000000024,-0.8489999999999951,3.0,5.0,8.301029995663981
CHEMBL110061,CNC(=O)[C@@H]1[C@@H](CCCN=C(N)N)C(=O)N1C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,active,439.5170000000003,-0.714299999999995,3.0,6.0,9.154901959985743
CHEMBL320744,N=C(N)NCCC[C@H]1C(=O)N(C(=O)Nc2ccccc2)[C@@H]1C(=O)O,active,333.34800000000007,0.3933699999999993,5.0,4.0,8.221848749616356
CHEMBL111141,N=C(N)NCCC[C@H]1C(=O)N(C(=O)NC2CCCCC2)[C@@H]1C(=O)O,active,339.39600000000013,0.20357000000000042,5.0,4.0,7.7447274948966935
CHEMBL111250,N=C(N)NCCC[C@H]1C(=O)N(C(=O)c2ccc(-c3ccccc3)cc2)[C@@H]1C(=O)O,active,394.4310000000001,1.6686699999999999,4.0,4.0,9.0
CHEMBL109602,N=C(N)NCCC[C@H]1C(=O)N(C(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)[C@@H]1C(=O)O,active,466.5200000000002,-0.7122299999999966,4.0,6.0,7.886056647693163
CHEMBL109882,CC(C)(C)CC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,active,424.5020000000003,-0.34799999999999476,3.0,5.0,7.958607314841775
CHEMBL326480,CC(C)(C)C(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,active,410.4750000000002,-0.7380999999999951,3.0,5.0,8.154901959985743
CHEMBL320744,N=C(N)NCCC[C@H]1C(=O)N(C(=O)Nc2ccccc2)[C@@H]1C(=O)O,intermediate,333.34800000000007,0.3933699999999993,5.0,4.0,5.269217724333611
CHEMBL111270,N=C(N)NCCC[C@H]1C(=O)N(C(=O)c2ccccc2)[C@@H]1C(=O)O,active,318.3330000000001,0.0016700000000000048,4.0,4.0,8.045757490560675
